,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,CIN_Anterior,CIN_Posterior,BG_CaudoPutamen,BG_Accumbens,BG_Pallidum,THL_Thalamus,THL_Hypothalamus,SUM
RSD,0.4685927147609975,8.530724827252822e-05,0.014729718201723207,0.0,0.0,0.0,0.0,0.0,0.0017345807148747405,0.0,0.0001137429976967043,0.0026445246964483748,0.0,0.0,0.0,0.0,0.026388375465635397,0.4857110359143515,0.0,0.0,0.0,0.0,0.0,1.0
S1-tr,0.08761329305135952,0.0,0.0,0.0,0.911992644161303,0.0003940627873374491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RSG,0.43129989854880685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020753385382206342,0.0,0.0,0.005778307088350756,0.0,0.0,0.0,0.0,0.02046667548850955,0.5217017334921265,0.0,0.0,0.0,0.0,0.0,1.0
lPPC,0.06708646161298135,0.0,0.0,0.0,0.8917413417292323,0.0,0.0,0.0,0.0,0.0,0.0021797045289416324,0.03899249212884476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mPPC,0.10880829015544041,0.0,0.0,0.0,0.6854922279792746,0.0,0.0,0.0,0.0,0.0,0.0,0.20569948186528497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PtP,0.018970189701897018,0.0,0.0,0.0,0.9386372435152923,0.042392566782810684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
V1,0.15322624856093417,0.0,0.0,0.0,0.03943497249785282,0.0,0.0,0.0,0.0,0.0,0.16514080002923817,0.6157008935913602,0.0,0.0,0.0,0.0,0.0,0.026497085320614733,0.0,0.0,0.0,0.0,0.0,1.0
V2L,0.05657339551410171,0.0,0.0,0.0,0.10137685987119698,0.058072396180324226,0.0,0.0005551854319342661,0.0,0.0,0.6755496335776149,0.10787252942482789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
TeA,0.1530843951053362,0.0,0.0,0.0,0.0,0.5576510659770405,0.0019553425003153778,0.22177368487447963,0.0,0.0,0.06553551154282831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
V2M,0.1301982871691999,0.0,0.0,0.0,0.03336933878558753,0.0,0.0,0.0,0.0,0.0,0.0017745544325283543,0.5400817838129774,0.0,0.0,0.0,0.0,0.0,0.2945760357997068,0.0,0.0,0.0,0.0,0.0,1.0
Endo,0.5630463889107663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08970622981806727,0.0,0.0,0.0,0.0,0.019847208001890212,0.011498779239190359,0.0,0.0,0.2557296999291171,0.06017169410096873,0.0,0.0,0.0,1.0
Am-u,0.13683645978846537,0.0,0.0,0.0,0.0,0.0,0.0,0.00013719816403911394,0.000997804829375374,0.794389842346837,0.0,0.0,0.0,3.741768110157653e-05,0.0,0.04048593095190581,0.0,0.0,0.026616443823588107,0.0,0.0002619237677110357,0.0,0.00023697864697665136,1.0
NLOT,0.18047079337401917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195292066259808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AOA-u,0.10965333936549228,0.0,0.0,0.02216818413165187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6551490131764975e-05,0.0,0.8583385172199287,0.00978340779279534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
