,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,SUM
S1M,0.368549662210723,0.01926117579416415,0.0,0.0,0.5252263906856404,0.055052465143021416,0.031910306166451054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S1D,0.15553339980059822,0.0,0.0,0.0,0.5240943835161183,0.2269857095380525,0.0,0.0910601528747092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002326354270521768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
S1V,0.4296998420221169,0.0,0.0,0.0,0.5099526066350711,0.0,0.051500789889415484,0.0,0.008846761453396525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S2a,0.27898966704936856,0.0,0.0,0.0,0.0,0.0,0.5300420972062763,0.0,0.19096823574435515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S2b,0.2772308669418863,0.0,0.0,0.0,0.07684979358526517,0.0,0.5284217211813274,0.0,0.11463956811686249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028580501746586218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Core,0.3300513698630137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699486301369864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BeltM,0.32940956651718983,0.0,0.0,0.0,0.0,0.0,0.03195067264573991,0.0,0.5969730941704036,0.0,0.0,0.0,0.0,0.0,0.0,0.01961883408071749,0.01943198804185351,0.0,0.0,0.0,0.0,0.0,0.0,0.002615844544095665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
BeltL,0.4267873303167421,0.0,0.0,0.0,0.0,0.0,0.0050678733031674205,0.0,0.5158371040723982,0.0,0.0,0.0,0.0,0.0,0.0,0.04072398190045249,0.011583710407239819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PBR,0.3940548780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0861280487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PBC,0.46083198271204756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391680172879525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STR,0.25483599663582845,0.0,0.0,0.001682085786375105,0.0,0.0,0.0,0.0,0.4394449116904962,0.0,0.0,0.0,0.0,0.0,0.0,0.3031959629941127,0.0,0.0,0.0,0.0008410428931875525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AI,0.3712121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4823232323232323,0.025252525252525252,0.0,0.0,0.0,0.0,0.0,0.0,0.11994949494949494,0.0012626262626262627,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DI,0.13902611150317573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.09174311926605505,0.3352152434721242,0.0,0.0,0.0,0.0,0.0,0.0,0.23218066337332394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GI,0.18141592920353983,0.0,0.0,0.0,0.09685349065880039,0.0,0.00688298918387414,0.0,0.3230088495575221,0.0,0.0,0.0,0.0,0.0,0.0,0.0004916420845624386,0.31563421828908556,0.0,0.0,0.0,0.0,0.0,0.0,0.07571288102261553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ReI,0.3125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.6107954545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.03977272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PalR,0.22543668122270744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162117903930131,0.0,0.0,0.0,0.0,0.0,0.0,0.5556768558951966,0.0,0.0,0.0,0.055676855895196505,0.0,0.0,0.0,0.0,0.001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PalC,0.5294612794612794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23063973063973064,0.0,0.0,0.0,0.0,0.0,0.0,0.21801346801346802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021885521885521887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tpt,0.42036553524804177,0.0,0.0,0.0,0.0,0.0,0.4490861618798956,0.0,0.13054830287206268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPOR,0.4354620875940575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4373914721203936,0.12386648659077754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003279953694771368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPOC,0.6386735572782084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28294573643410853,0.07838070628768304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
FSTR,0.7212806026365348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660075329566855,0.012711864406779662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FSTC,0.7572254335260116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18868703550784477,0.05408753096614368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEa,0.5602464214531618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042217793078456245,0.3873890197499547,0.0041674216343540495,0.0,0.0005435767349157456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005435767349157456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
TEb,0.38979336255479025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015654351909830933,0.43206011271133377,0.10519724483406387,0.011897307451471509,0.056355666875391355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031308703819661866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
TEc,0.6379944802207912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03449862005519779,0.3261269549218031,0.0,0.0013799448022079118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEd,0.5158013544018059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001580135440180587,0.33521444695259595,0.14582392776523703,0.0,0.0,0.001580135440180587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
TEe,0.40508149568552254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30393096836049854,0.288111217641419,0.0,0.0,0.0028763183125599234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEf,0.4880636604774536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4005305039787798,0.007957559681697613,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPPro,0.16385767790262173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41385767790262173,0.15917602996254682,0.0,0.0,0.06928838951310862,0.0,0.0,0.11797752808988764,0.0,0.0,0.0,0.0749063670411985,0.0,0.0,0.0,0.0,0.0009363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PrhR,0.3980891719745223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025477707006369428,0.4713375796178344,0.08280254777070063,0.022292993630573247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PrhC,0.3318499682136046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662428480610298,0.0019071837253655435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Enta,0.39032363517489377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579274272638117,0.02386400784570121,0.006538084341288003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Entb,0.4298540965207632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345679012345679,0.1941638608305275,0.1414141414141414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGa,0.5518092105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3511513157894737,0.044407894736842105,0.0,0.049342105263157895,0.003289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGb,0.31544068919814444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07190192180251823,0.5957587806494367,0.016898608349900597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGc,0.3458287394340316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06679529584711504,0.4595736861447997,0.004134509371554576,0.0,0.04768467475192944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07598309445056964,0.9999999999999999
Pri,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.011363636363636364,0.5681818181818182,0.0,0.0,0.056818181818181816,0.0,0.0,0.10227272727272728,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SB,0.5135658914728682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784237726098191,0.15633074935400518,0.0,0.041343669250646,0.0103359173126615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEa,0.20971740208230044,0.0,0.0,0.0,0.0,0.6117997025285077,0.11527020327218641,0.06321269211700545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEb,0.2867383512544803,0.0,0.0,0.0,0.0,0.4211469534050179,0.2921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PF-PFGa,0.3019145802650957,0.0,0.0,0.0,0.019882179675994108,0.09830633284241531,0.5798969072164949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PF-PFGb,0.3720650210716436,0.0,0.0,0.0,0.0,0.0,0.6279349789283564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGa,0.3989841986455982,0.0,0.0,0.0,0.0,0.0,0.5733634311512416,0.0,0.027652370203160272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGb,0.5346334902488231,0.0,0.0,0.0,0.0,0.0,0.16341627437794218,0.0,0.3019502353732347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Opta,0.5340360122968819,0.0,0.0,0.0,0.0,0.0,0.4088713219148002,0.0,0.05709266578831796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Optb,0.6058823529411764,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.07411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPa,0.30714285714285716,0.0,0.0,0.0,0.0,0.08701298701298701,0.6058441558441559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPb,0.3070469798657718,0.0,0.0,0.0,0.0,0.12332214765100671,0.5696308724832215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPc,0.37552420892108274,0.0,0.0,0.0,0.0,0.024780785360274494,0.5981700343118567,0.0,0.0,0.0,0.0,0.0,0.0,0.0003812428516965307,0.001143728555089592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPd,0.4457593688362919,0.0,0.0,0.0,0.0,0.0,0.41420118343195267,0.0,0.0,0.0,0.0,0.0,0.0,0.14003944773175542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A23a,0.11804008908685969,0.0,0.0,0.0,0.0,0.0,0.0,0.1706013363028953,0.0,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0,0.0,0.0,0.0,0.0,0.7091314031180401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A23b,0.256108805901337,0.0,0.0,0.0,0.028123559243891195,0.002074688796680498,0.0,0.23029045643153526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483402489626556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
A23V,0.4715984147952444,0.0,0.0,0.0,0.0,0.0,0.0,0.007926023778071334,0.0,0.0,0.0,0.0,0.0,0.001321003963011889,0.27873183619550856,0.0,0.0,0.0,0.0,0.0,0.0,0.22324966974900926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017173051519154558,1.0
A29M,0.5956057007125891,0.0,0.0,0.0,0.0,0.0,0.0,0.0332541567695962,0.0,0.0,0.0,0.0011876484560570072,0.0,0.0,0.04334916864608076,0.0,0.0,0.0,0.0,0.0,0.0005938242280285036,0.32600950118764843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A30,0.4105960264900662,0.0,0.0,0.0,0.0,0.0,0.0,0.09668874172185431,0.0,0.0,0.0,0.0,0.0,0.0,0.023399558498896248,0.0,0.0,0.0,0.0,0.0,0.0,0.4671081677704194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002207505518763797,1.0
A29V,0.43044077134986225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25757575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.30785123966942146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,1.0
A31,0.1250583294447037,0.0,0.0,0.0,0.0,0.37657489500699953,0.0,0.4983667755482968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGMa,0.21605401350337583,0.0,0.0,0.0,0.0,0.0037509377344336083,0.0,0.43885971492873216,0.0,0.0,0.0,0.0,0.0,0.0,0.3113278319579895,0.0,0.0,0.0,0.0,0.0,0.0,0.030007501875468866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
