source,A1/2,A10,A11,A13L,A13M,A13a,A13b,A14C,A14R,A19DI,A19M,A23V,A23a,A23b,A23c,A24a,A24b,A24c,A24d,A25,A29a-c,A29d,A30,A31,A32,A32V,A35,A36,A3a,A3b,A45,A46D,A46V,A47L(12L),A47M(12M),A47O(12O),A4ab,A4c,A6DC,A6DR,A6M,A6Va,A6Vb,A8C,A8aD,A8aV,A8b,A9,AI,AIP,APir,AuA1,AuAL,AuCL,AuCM,AuCPB,AuML,AuR,AuRM,AuRPB,AuRT,AuRTL,AuRTM,DI,Ent,FST,GI,Gu,IPro,LIP,MIP,MST,OPAl,OPro,OPt,PE,PEC,PF,PFG,PG,PGM,PGa/IPa(FSTv),PaIL,PaIM,Pir,ProM(PrCO),ProSt,ReI,S2E,S2I,S2PR,S2PV,STR,TE1,TE2,TE3,TEO,TF,TFO,TH,TL,TLO,TPO(STP),TPPro,TPro,TPt,V1,V2,V3(VLP),V3A(DA),V4(VLA),V4T(MTC),V5(MT),V6(DM),V6A(PPM),VIP
A19M,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.02742521082952151,0.04116912769473245,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,3.3402364887434026e-05,0.0,0.0,0.002581934785324616,0,0.0013279151736364323,0,0,5.842827928717499e-05,0.0,0.0,0.007356964490031633,0.0,0.000986005089058524,0,0.0035989152193907914,0.005582221008558754,0.014234322487926348,0.0009554154546569037,0.0,0,0.0035996166703615765,0,0.0,0,0,0.0003934529430280138,0.0,0.0007262916175760754,0,0,0,0.0,0,0,0,0,0,0,0,0,0.015563696152362713,0.0,0.030246476607246282,0,0,0.009188179979122791,0.0,0.03724065973754966,0.0,0.004196000527743752,0.02092765854416306,0.19997435692327847,0.0,0,0,0,0,0,0,0.00013823610727121925,0,0,0,0,0,0,0.00015861410458530757,0.0,0,0,0,0,0,0.008066664215001126,0,0,0,0.016607826483143646,0.014471767170113722,0,0.008947211452430659,0.01675107128944293,9.190331770976932e-05,0.04674505290365099,0.007964875151551656,0,0
A23V,0.0,0.0019475854573589922,0.0048676874059651295,0,0,0,0,0,0,0.0,0.3659976387249115,0,0.05553464952502365,0.008444331456638567,0.0,0,0,0,0.0,0,0,0,0,0,0.0002144082332761578,0.00042261599299664925,0,0,0.0,0.0,0.0,0.00836171770546067,0,0.0023128371779973737,0,0,0.0,0.0,0.0,0.0014753701626687686,0.0,0.0,0,4.583791712504584e-05,0.005705334157335015,0.0008884431562156859,0.004617124004380657,0.0015888427928325535,0,5.58031595029281e-05,0,0.0,0,0,0.002439408246773686,0.0,0.005743293529102946,0,0,0,0.0,0,0,0,0,0,0,0,0,0.04915280160661799,0.0,0.01016796447647854,0,0,0.002659002581408099,0.0,0.0,0.0,0.0,0.01411770408688901,0.08223920330229215,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0022182491342039837,0.0,0,0,0,0,0,0.022951778288457115,0,0,0,0.00044306088092763477,0.0005690259022307027,0,7.456009543692215e-05,2.669015400218859e-05,0.0,0.009296856482575987,0.0001905850962454736,0,0
A23a,0.0008601739462869157,0.003988323760393973,0.0017700681476236835,0,0,0,0,0,0,0.00013194352816994323,0.015348288075560802,0,0.0,0.14479229391533086,0.0698339795956782,0,0,0,0.025785727391397548,0,0,0,0,0,0.0,0.00012074742657047122,0,0,0.0014776175629818613,0.0,4.126263668248401e-05,0.033512092846187336,0,0.004397458938317944,0,0,0.005702317838085891,0.0004248088360237893,0.00477620067352559,0.01884858753890195,0.012972477604379716,0.0015652518414081054,0,0.0023491932526585988,0.07863742784574547,0.000547675926143949,0.02907985751878028,0.04078029834936888,0,0.0007022066565920842,0,0.0,0,0,0.00481979855209317,0.0,0.009598079570807813,0,0,0,1.947647242131505e-05,0,0,0,0,0,0,0,0,0.02573015999680804,0.0,0.0030246476607246283,0,0,0.0024218529079547994,0.004840546697038725,8.026004253782253e-05,0.0002680143962018532,0.014127328631340173,0.007173594062623019,0.07795726284143356,0.000658906215681968,0,0,0,0,0,0,0.013990729483710818,0,0,0,0,0,0,0.002068889112315054,0.0,0,0,0,0,0,0.022164850263965,0,0,0,0.0,0.000210637177461822,0,0.00013539128080151638,2.669015400218859e-05,7.381163271331562e-05,0.0,0.00015835312747426765,0,0
A23b,0.0005734492975246106,0.00033858433661202087,0.0006637755553588813,0,0,0,0,0,0,0.0,0.05962219598583235,0,0.14672314301827527,0.0,0.23837668937996465,0,0,0,0.07499047377134016,0,0,0,0,0,0.0,6.037371328523561e-05,0,0,0.01184870814797619,0.0,0.00016505054672993604,0.008882568695066685,0,0.003349531650362795,0,0,0.029539447502113743,0.0,0.016018547534197704,0.07659378140379293,0.008984266619207818,0.003034895429372304,0,0.01021231221482804,0.11076861845643536,0.002436476597419922,0.007190547885670338,0.0010592285285550358,0,0.0010308027298690087,0,0.0,0,0,0.0014557758892036511,0.0,0.0014102530174273026,0,0,0,1.947647242131505e-05,0,0,0,0,0,0,0,0,0.0014392896567317027,0.0,0.001608855138683313,0,0,0.0025221869449492712,0.005125284738041002,0.0067418435731770926,0.0,0.04913827609841581,0.007438115622334485,0.1369035105865091,0.0,0,0,0,0,0,0,0.029397171423292245,0,0,0,0,0,0,4.336513443191674e-05,0.0,0,0,0,0,0,0.007997501830708768,0,0,0,0.0,4.6244271490869075e-06,0,0.0,0.0,0.0,0.0004963912506650339,0.0,0,0
A23c,0.00041415782598999646,0.0,4.425170369059209e-05,0,0,0,0,0,0,0.0,0.0,0,0.000847675665459265,0.004141017604676578,0.0,0,0,0,0.06975033230171115,0,0,0,0,0,0.0,0.0,0,0,0.008946058336366936,0.0,0.0007014648236022281,8.328821888143922e-05,0,0.0,0,0,0.018125345733185368,0.0,0.0016968602791311376,0.00046841027436494764,0.0028477638512324176,0.0,0,0.0007219471947194719,0.0001419647927314026,9.363295880149812e-05,0.0001414058607424475,0.0,0,0.0,0,0.0,0,0,5.9017941454202073e-05,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.029612756264236907,0.0,0.0,0.0005636978579481398,0.0,3.099045493987852e-05,0.0,0,0,0,0,0,0,0.007787964084406189,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,6.021557174685374e-05,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
A24a,0.0,0.0004903995186696826,0.005221701035489868,0,0,0,0,0,0,0.0,0.0,0,0.0002374380435105215,0.00015008298694988928,0.0,0,0,0,0.0004766094735298432,0,0,0,0,0,0.03580617495711835,0.0012376611223473301,0,0,0.0,0.0,0.0002475758200949041,0.00012493232832215884,0,0.0002668910946932941,0,0,3.1017369727047146e-05,0.0,0.0,0.0011126767793536597,0.0003500325000746832,0.0,0,0.0006761092775944262,0.0004905567819475104,8.955926110755124e-05,0.01982510742668736,0.01721246358901933,0,0.0007932757210181329,0,0.0,0,0,1.9672647151400686e-05,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,8.852691218130312e-05,0.0,0.0,0,0,0.0004919353328035357,0.0,0.0,0.0016080863772111188,0.00023769907297361542,0.0009274679478400617,0.0,0.00010981770261366131,0,0,0,0,0,0,5.529444290848771e-05,0,0,0,0,0,0,0.005852840508783772,4.0946687412988284e-05,0,0,0,0,0,0.00047585840405270184,0,0,0,0.0,0.0,0,0.0,5.338030800437719e-05,0.0,0.0,0.0,0,0
A24b,0.0030902545477715124,0.000964638216758222,0.002920612443579078,0,0,0,0,0,0,0.0,0.0,0,8.903926631644554e-05,0.0017012437478800381,0.003538756917516847,0,0,0,0.02157342211058425,0,0,0,0,0,0.019082332761578044,0.00012074742657047122,0,0,0.002734030386722957,0.0001454968718172559,0.00012378791004745204,0.00012493232832215884,0,0.00018527136415133401,0,0,0.0037145152993814812,0.0004248088360237893,0.005675389949233268,0.002300992252059409,0.03741409715273092,0.0005813889519635058,0,0.002515675064774237,0.0004905567819475104,0.00022190660925580064,0.07273621900389264,0.009003442492717804,0,0.0,0,0.0,0,0,3.9345294302801385e-05,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.00027217586432607863,0.0002847380410022779,8.026004253782253e-05,0.0020675396278428673,0.0024924905047661746,0.0009864754562268878,3.099045493987852e-05,0.000329453107840984,0,0,0,0,0,0,0.003279691382882899,0,0,0,0,0,0,0.001663756469285444,0.0,0,0,0,0,0,0.0005758784080535022,0,0,0,0.0,0.0,0,0.0,5.338030800437719e-05,7.381163271331562e-05,0.0,0.0,0,0
A24c,0.0012424734779699896,6.383250351078769e-05,0.0005752721479776972,0,0,0,0,0,0,0.0,0.0,0,0.00020775828807170633,0.0036731012058529204,0.0033505251665850995,0,0,0,0.030243324247001626,0,0,0,0,0,0.0002144082332761578,0.0,0,0,0.003735430146626476,9.870693909781855e-05,0.0006189395502372603,0.0,0,0.0003624645035374036,0,0,0.011367942898231023,0.004248088360237893,0.0076656451965663895,0.0032251990210281425,0.13230135619749755,0.0011336088186760375,0,0.0009801048410852014,0.002194134294724341,8.955926110755124e-05,0.11247618690434408,0.0010592285285550358,0,5.58031595029281e-05,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0002847380410022779,0.0,0.0001914388544298951,3.9616512162269234e-05,6.425850277688529e-05,0.0,0.0,0,0,0,0,0,0,0.005132055220317237,0,0,0,0,0,0,0.00013009540329575022,0.0,0,0,0,0,0,6.506389493711351e-05,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
A24d,0.00031858294306922805,4.493574188909859e-05,0.0,0,0,0,0,0,0,0.0,0.0,0,2.9679755438815187e-05,0.00478262393921678,0.04412152241840154,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.016001464875840903,0.0,0.0,0.0,0,2.9256875365710943e-05,0,0,0.08952913937489597,0.0,0.016669791052805583,0.001443840262778357,0.11090667655185828,0.0012855315616878255,0,0.0001145947928126146,0.003276882311468292,0.0,0.01654645148888293,0.00017653808809250596,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.007403189066059227,0.0,0.0,0.0,9.179786110983611e-06,0.0,0.00010981770261366131,0,0,0,0,0,0,0.005429020546845346,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5.001000200040008e-05,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
A25,0.0,0.004523592458381363,0.0005310204442871049,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.05124356775300171,0.08325535062033991,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00042854645419523386,0.0007061523523700237,0,0.0,0,0.0,0,0,1.9672647151400686e-05,0.0,2.5231499003355786e-05,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.695497018359394e-06,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0008820098845157813,0.0,0,0,0,0,0,6.506389493711351e-05,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
A29a-c,0.0004460161202969193,0.007803256048603261,0.0106204088857421,0,0,0,0,0,0,0.0,0.09031877213695397,0,0.07100974090381446,0.011946002910592763,0.00033881715167714485,0,0,0,0.00024368934049117408,0,0,0,0,0,0.007289879931389366,0.00018112113985570684,0,0,0.0,0.0,0.0009490406436971322,0.003922695336357576,0,0.038715917325775964,0,0,7.787218362316568e-05,0.0,5.956635692161067e-05,0.008844151865137902,0.0004205288714341865,9.541984732824427e-05,0,0.0003667033370003667,0.015353974214205257,0.0018090009383648078,0.0037799358159675243,0.0354841557065937,0,0.02212419422781296,0,0.0,0,0,0.0001967264715140069,0.0,0.0003000670612796482,0,0,0,0.0,0,0,0,0,0,0,0,0,0.05462733910545425,0.0,0.0,0,0,0.005801793580970527,0.0,0.0,0.0013783597518952444,0.025668150119693683,0.016810647509756044,0.061417556914155465,0.0,0,0,0,0,0,0,0.00010203652012639925,0,0,0,0,0,0,0.0013876843018213356,0.0,0,0,0,0,0,0.001740653423633483,0,0,0,2.200510518440278e-05,0.0,0,0.0005415651232060655,0.00013345077001094297,0.0,0.0,0.0,0,0
A29d,0.0,0.0021010785722922073,0.009558367997167892,0,0,0,0,0,0,0.0003958305845098298,0.032467532467532464,0,0.0579726866625915,0.011670129350814636,0.0006399879531679404,0,0,0,0.0017468422954699098,0,0,0,0,0,0.0023584905660377358,0.00015093428321308902,0,0,0.0,0.0,0.0004538890035073241,0.0020822054720359803,0,0.024472140121642245,0,0,0.00020630220758857207,0.0,0.00010813148788927336,0.01853647407753292,0.00034029623536930263,0.00045192608618742434,0,0.005226800002404611,0.01648874464947771,0.0043487299549441714,0.014356774278748803,0.02753994174243093,0,0.0075859154563650295,0,0.0,0,0,0.0005508341202392193,0.0,0.00015138899402013475,0,0,0,0.0,0,0,0,0,0,0,0,0,0.02459635052999774,0.0,0.0005148336443786602,0,0,0.007216790487962211,0.0,0.0,0.0032544605253082164,0.020015405329622336,0.01796216927461275,0.04079341557914694,0.0,0,0,0,0,0,0,8.294166436273154e-05,0,0,0,0,0,0,0.004509973980919341,0.0,0,0,0,0,0,0.00034522169081254085,0,0,0,0.0,0.0,0,0.0009477389656106146,0.00015004503794529943,0.0,0.0,0.0,0,0
A30,0.00012743317722769122,0.0034340150888459045,0.013054252588724663,0,0,0,0,0,0,0.0013194352816994323,0.04132231404958678,0,0.16749680540736409,0.0389956258648365,0.0031246470654670033,0,0,0,0.008602686260860729,0,0,0,0,0,0.009433962264150943,0.0005433634195671205,0,0,0.0003240965807810728,0.0,0.0005776769135547763,0.006520928219542054,0,0.00553239973735458,0,0,0.0003934817314650831,0.0,0.0008111496582347659,0.020790323974490037,0.0013029084529506364,0.00030547958253391574,0,0.003180324863087402,0.015196959052040972,0.0020817203998535487,0.03525950094949179,0.05799276193838821,0,0.0014593879136787988,0,0.0,0,0,0.003560749134403525,0.0,0.002836249290195787,0,0,0,0.0,0,0,0,0,0,0,0,0,0.016734495737408397,0.0,0.003861252332839951,0,0,0.0055794823282240644,0.0,0.0,0.002450417336702657,0.030598731003167807,0.009213458463084693,0.08965194815309599,0.00021963540522732262,0,0,0,0,0,0,0.001728650469001241,0,0,0,0,0,0,0.011104718435026344,8.189337482597657e-05,0,0,0,0,0,0.004963231461249797,0,0,0,0.0,0.00010994301587999792,0,0.0012185215272136475,0.00032028184802626315,0.0,9.491268033409264e-05,0.0,0,0
A31,0.004683169263117653,2.2467870944549296e-05,8.850340738118418e-05,0,0,0,0,0,0,0.0,0.0,0,0.019202801768913424,0.1394029375415647,0.020291382750442344,0,0,0,0.016412095419690815,0,0,0,0,0,0.0,0.0,0,0,0.004003585479455575,0.0,0.0,0.0,0,0.00019718587536522242,0,0,0.022142920069909096,0.0004248088360237893,0.047071714011134934,0.05184232318502816,0.013991905228865516,0.003770829576117032,0,0.013233481818127169,0.0073306613745549795,0.0009514650841936236,0.0003808152713568896,0.0,0,0.0029824589886177665,0,0.0,0,0,0.00015738117721120554,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.00017705382436260624,0.0,0.002381105605251303,0,0,0.002090210108808322,0.008542141230068337,0.021830731570287733,3.828777088597902e-05,0.04888382821815826,0.005547398380792582,0.000572927055082235,0.0,0,0,0,0,0,0,0.0438097633382853,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,5.001000200040008e-05,0,0,0,0.0,0.00021834135737426217,0,0.0002982403817476886,4.328442193654504e-05,0.0,0.00045343592420455276,0.0,0,0
A32,0.0,0.07834700608787275,0.05062394902203735,0,0,0,0,0,0,0.0,0.0,0,0.0010387914403585314,0.00014813906973723317,0.0,0,0,0,7.332453438920664e-05,0,0,0,0,0,0.0,0.14731186041597488,0,0,8.102414519526819e-05,0.0,0.00012378791004745204,0.015199800324265638,0,0.0007717295767530907,0,0,0.0,0.0,0.0,0.0004977140303716146,0.0,0.0,0,1.145947928126146e-05,0.0,0.0006336368332687588,0.1409143514820348,0.19366228263747906,0,0.0,0,0.0,0,0,0.0,0.0,0.0002270834910302021,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,5.241639584862145e-05,0.0,0.0,3.828777088597902e-05,0.0,0.0,0.0,0.00010981770261366131,0,0,0,0,0,0,4.674207721791156e-05,0,0,0,0,0,0,0.00746680406960184,0.0,0,0,0,0,0,0.00041028558574965427,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
