,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,SUM
A24cd,0.0,0.03686482896047825,0.01760212553968781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4921952839588177,0.4533377615410163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A25,0.0,0.0,0.0,0.00782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921752738654147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A11L,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A11M,0.0,0.0,0.0,0.9505791505791505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942084942084942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A13L,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A13M,0.0,0.0,0.0,0.8408376963350785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15916230366492146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gu,0.0,0.6533127889060092,0.0,0.040061633281972264,0.14894709809964046,0.0,0.0,0.0,0.0035952747817154596,0.0,0.0,0.0,0.0,0.0,0.0,0.03184386235233693,0.12223934257832562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Opro,0.0,0.09975961538461539,0.0,0.7331730769230769,0.0,0.0,0.0,0.0,0.0006009615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.03786057692307692,0.0,0.034254807692307696,0.08954326923076923,0.0030048076923076925,0.0,0.0,0.0,0.0018028846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OPAl,0.0,0.0,0.0,0.5987124463519313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759656652360515,0.006437768240343348,0.0,0.012875536480686695,0.0,0.006437768240343348,0.15021459227467812,0.04935622317596566,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A6D,0.0,0.12173263629574309,0.85604929051531,0.0005601194921583271,0.021657953696788648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A6M,0.0,0.0029531192321889995,0.9630860095976375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339608711701735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A6V,0.0,0.6925722145804677,0.014901421366345712,0.20586886749197617,0.08619899128839982,0.0,0.0004585052728106373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A4M,0.0,0.8508705526116578,0.1461014383043149,0.0,0.003028009084027252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
A4L,0.0,0.7673846153846153,0.010769230769230769,0.0,0.12123076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038153846153846156,0.062461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
S1M,0.0,0.11815437688658904,0.0,0.0,0.8505102774184274,0.025585740980307605,0.005749604714675866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S1D,0.0,0.0,0.0,0.0,0.8949817215021602,0.07411100033233632,0.0,0.029245596543702228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001661681621801263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
S1V,0.0,0.00631911532385466,0.0,0.0,0.9750394944707741,0.0,0.01864139020537125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S2a,0.0,0.0,0.0,0.0,0.0003827018752391887,0.0,0.9996172981247609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S2b,0.0,0.0,0.0,0.0,0.3874245792315021,0.0,0.5798666243251825,0.0,0.03270879644331534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Core,0.0,0.0,0.0,0.0,0.00898972602739726,0.0,0.02226027397260274,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BeltM,0.0,0.0,0.0,0.0,0.0,0.0,0.059790732436472344,0.0,0.8936846038863976,0.0,0.0,0.0,0.0,0.0,0.0,0.026532137518684603,0.01999252615844544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BeltL,0.0,0.0,0.0,0.0,0.003257918552036199,0.0,0.0012669683257918551,0.0,0.9945701357466064,0.0,0.0,0.0,0.0,0.0,0.0,0.0009049773755656109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989195029713668,0.0010804970286331713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STR,0.0,0.001682085786375105,0.0,0.004205214465937763,0.0,0.0,0.0,0.0,0.812026913372582,0.0,0.0,0.0,0.0,0.0,0.0,0.18208578637510514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AI,0.0,0.0,0.0,0.039141414141414144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922979797979798,0.036616161616161616,0.0,0.0,0.0012626262626262627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DI,0.0,0.0,0.0,0.0,0.014820042342978124,0.0,0.0,0.0,0.007057163020465773,0.0,0.0,0.0,0.0,0.0,0.0,0.16231474947071278,0.8158080451658434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GI,0.0,0.0,0.0,0.0,0.3697148475909538,0.0,0.035398230088495575,0.0,0.13815142576204523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4567354965585054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ReI,0.0,0.0,0.0,0.0,0.0,0.0,0.32386363636363635,0.0,0.21306818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630681818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PalR,0.0,0.0,0.0,0.0032751091703056767,0.0,0.0,0.0,0.0,0.048580786026200876,0.0,0.0,0.0,0.0,0.0,0.0,0.9219432314410481,0.0027292576419213972,0.0,0.0,0.023471615720524017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PalC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723905723905724,0.0,0.0,0.0,0.0,0.0,0.0,0.9276094276094277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tpt,0.0,0.0,0.0,0.0,0.0,0.0,0.9980417754569191,0.0,0.0019582245430809398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496430638626279,0.036465367547752266,0.0,0.0,0.0,0.0,0.0,0.009646922631680493,0.0,0.0,0.0,0.004244645957939417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483204134366925,0.05167958656330749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FSTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995291902071564,0.00047080979284369113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FSTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944260941370768,0.05573905862923204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05472005798151839,0.944373980793622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000905961224859576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
TEb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015654351909830933,0.9577332498434565,0.040701314965560426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06623735050597976,0.9337626494940202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020316027088036117,0.9796839729119639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499520613614573,0.15004793863854266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TEf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688328912466844,0.03116710875331565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TPPro,0.0,0.0,0.0,0.0018726591760299626,0.0,0.0,0.0,0.0,0.7069288389513109,0.033707865168539325,0.0,0.0,0.0,0.0,0.0,0.1104868913857678,0.0,0.0,0.05337078651685393,0.09363295880149813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PrhR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025477707006369428,0.6847133757961783,0.0031847133757961785,0.28662420382165604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PrhC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9752066115702479,0.024793388429752067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Enta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460281137626675,0.12781954887218044,0.02615233736515201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Entb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13804713804713806,0.5622895622895623,0.2996632996632997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8585526315789473,0.10361842105263158,0.0,0.003289473684210526,0.03453947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019880715705765408,0.9784625579854208,0.0016567263088137839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHGc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004961411245865491,0.9823594266813671,0.009371554575523704,0.0,0.0011944138184490996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021131936787945607,1.0
Pri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.011363636363636364,0.6818181818181818,0.0,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078811369509044,0.8837209302325582,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006459948320413437,0.0,0.0,0.0,1.0
PEa,0.0,0.0,0.0,0.0,0.0,0.9662865642042637,0.03371343579573624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PEb,0.0,0.0,0.0,0.0,0.0,0.8859020310633214,0.11409796893667862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PF-PFGa,0.0,0.0,0.0,0.0,0.24337260677466863,0.0062592047128129605,0.7503681885125184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PF-PFGb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGb,0.0,0.0,0.0,0.0,0.0,0.0,0.19838601210490922,0.0,0.8016139878950908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Opta,0.0,0.0,0.0,0.0,0.0,0.0,0.8489240228370664,0.0,0.1510759771629337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Optb,0.0,0.0,0.0,0.0,0.0,0.0,0.8341176470588235,0.0,0.16588235294117648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPb,0.0,0.0,0.0,0.0,0.0,0.04697986577181208,0.9530201342281879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPc,0.0,0.0,0.0,0.0,0.0,0.003431185665268776,0.9965688143347312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IPd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A23a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08997772828507795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910022271714922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A23b,0.0,0.0,0.0,0.0,0.03296449976947902,0.001152604887044721,0.0,0.2206085753803596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7452743199631167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A23V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03038309114927345,0.0,0.0,0.0,0.0,0.0,0.0,0.20673712021136065,0.0,0.0,0.0,0.0,0.0,0.0,0.7628797886393659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A29M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017814726840855108,0.0,0.0,0.0,0.0,0.0,0.0,0.05997624703087886,0.0,0.0,0.0,0.0,0.0,0.05997624703087886,0.8782660332541568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04326710816777042,0.0,0.0,0.0,0.0,0.0,0.0,0.018543046357615896,0.0,0.0,0.0,0.0,0.0,0.0,0.9381898454746137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A29V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12190082644628099,0.0,0.0,0.19559228650137742,0.0,0.0,0.0,0.0,0.0,0.0,0.6825068870523416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A31,0.0,0.0,0.0,0.0,0.0,0.22071861875874943,0.0,0.7788147456836211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004666355576294914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGMa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.0,0.08552138034508627,0.0,0.0,0.0,0.0,0.0,0.0,0.07576894223555888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PGMb,0.0,0.0,0.0,0.0,0.0,0.2257617728531856,0.0,0.5761772853185596,0.0,0.0,0.0,0.0,0.0,0.0,0.19806094182825484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ProSt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163855421686747,0.0,0.0,0.8168674698795181,0.0,0.0,0.0,0.0,0.0,0.0,0.01927710843373494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
V1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558919483231111,0.04410805167688895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
V1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03485245449531164,0.9642167677881963,0.0,0.0,0.0,0.0,0.0,0.0,0.0009307777164920022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
